VQ1s,,,VQ2s,,,VQ3s,,,VQ4s,,,VQ5s,,,VQ6s,,,VQ7s,,,RQ1s,,,RQ2s,,,RQ3s,,,RQ4s,,,RQ5s,,,RQ6s,,,MQ1s,,,MQ2s,,,MQ3s,,,MQ4s,,,MQ5s,,,MQ6s,,,,,,
4,,,1,,,1,,,2,,,2,,,3,,,4,,,0,,,0,,,2,,,2,,,1,,,0,,,3,,,2,,,4,,,2,,,4,,,3,,,,40,,
4,,,3,,,3,,,2,,,2,,,4,,,2,,,0,,,2,,,1,,,3,,,4,,,5,,,4,,,3,,,3,,,4,,,3,,,3,,,,55,,
4,,,0,,,2,,,2,,,2,,,3,,,2,,,0,,,3,,,1,,,2,,,2,,,3,,,4,,,3,,,4,,,5,,,2,,,2,,,,46,,
3,,,1,,,3,,,0,,,1,,,2,,,2,,,0,,,3,,,1,,,0,,,3,,,2,,,4,,,3,,,3,,,5,,,5,,,2,,,,43,,
3,,,2,,,1,,,2,,,1,,,2,,,2,,,0,,,4,,,2,,,2,,,2,,,1,,,4,,,3,,,3,,,5,,,4,,,4,,,,47,,
3,,,2,,,2,,,1,,,0,,,2,,,1,,,1,,,1,,,0,,,0,,,2,,,0,,,2,,,3,,,2,,,2,,,1,,,4,,,,29,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,1,,,0,,,3,,,4,,,3,,,,28,,
4,,,2,,,2,,,2,,,0,,,4,,,2,,,3,,,5,,,4,,,5,,,3,,,5,,,4,,,2,,,1,,,3,,,5,,,4,,,,60,,
3,,,3,,,2,,,2,,,2,,,3,,,2,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,5,,,4,,,4,,,,66,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,3,,,2,,,3,,,0,,,5,,,3,,,,27,,
4,,,2,,,3,,,2,,,2,,,3,,,3,,,0,,,1,,,0,,,4,,,-1,,,3,,,4,,,3,,,3,,,5,,,3,,,3,,,,47,,
1,,,1,,,1,,,1,,,1,,,2,,,4,,,0,,,2,,,1,,,4,,,-1,,,4,,,4,,,3,,,4,,,5,,,4,,,5,,,,46,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,-1,,,1,,,-1,,,1,,,1,,,0,,,2,,,2,,,2,,,1,,,,15,,
4,,,1,,,3,,,2,,,3,,,3,,,3,,,3,,,4,,,4,,,4,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,4,,,,66,,
4,,,1,,,2,,,2,,,3,,,3,,,3,,,2,,,5,,,4,,,4,,,4,,,4,,,3,,,3,,,3,,,4,,,4,,,3,,,,61,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,0,,,1,,,1,,,1,,,4,,,2,,,4,,,2,,,3,,,2,,,,27,,
3,,,1,,,3,,,2,,,3,,,3,,,3,,,3,,,5,,,4,,,2,,,2,,,4,,,4,,,2,,,4,,,5,,,3,,,4,,,,60,,
4,,,1,,,3,,,1,,,3,,,3,,,3,,,2,,,3,,,2,,,0,,,4,,,5,,,4,,,3,,,3,,,2,,,3,,,2,,,,51,,
1,,,1,,,1,,,1,,,-1,,,-1,,,1,,,-1,,,3,,,1,,,3,,,1,,,1,,,1,,,1,,,3,,,4,,,4,,,3,,,,27,,
4,,,2,,,3,,,2,,,3,,,5,,,5,,,3,,,5,,,4,,,5,,,3,,,4,,,4,,,3,,,4,,,3,,,4,,,2,,,,68,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,2,,,4,,,5,,,0,,,5,,,4,,,3,,,4,,,3,,,1,,,2,,,,39,,
4,,,2,,,2,,,3,,,3,,,4,,,2,,,2,,,4,,,4,,,1,,,1,,,5,,,2,,,0,,,2,,,4,,,3,,,2,,,,50,,
3,,,1,,,2,,,2,,,3,,,4,,,3,,,1,,,4,,,4,,,3,,,4,,,4,,,4,,,2,,,4,,,4,,,3,,,3,,,,58,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,2,,,3,,,3,,,4,,,2,,,3,,,2,,,3,,,5,,,1,,,3,,,,40,,
4,,,3,,,4,,,1,,,4,,,4,,,4,,,0,,,3,,,1,,,0,,,1,,,1,,,4,,,3,,,4,,,3,,,5,,,3,,,,52,,
3,,,3,,,4,,,2,,,4,,,5,,,2,,,0,,,4,,,4,,,3,,,2,,,4,,,4,,,3,,,4,,,5,,,5,,,5,,,,66,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,2,,,4,,,4,,,4,,,4,,,5,,,4,,,2,,,3,,,5,,,4,,,4,,,,64,,
4,,,2,,,3,,,4,,,3,,,5,,,3,,,0,,,5,,,3,,,4,,,4,,,4,,,4,,,3,,,4,,,5,,,4,,,4,,,,68,,
3,,,3,,,3,,,3,,,3,,,4,,,4,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,3,,,3,,,,49,,
3,,,2,,,1,,,3,,,1,,,4,,,2,,,0,,,4,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,3,,,3,,,4,,,,58,,
1,,,1,,,3,,,1,,,3,,,3,,,2,,,-1,,,2,,,2,,,3,,,1,,,2,,,1,,,3,,,4,,,5,,,4,,,5,,,,45,,
4,,,-1,,,2,,,1,,,2,,,3,,,4,,,3,,,5,,,4,,,2,,,4,,,5,,,2,,,3,,,4,,,4,,,4,,,4,,,,59,,
3,,,2,,,3,,,2,,,4,,,3,,,3,,,-1,,,2,,,4,,,2,,,4,,,3,,,4,,,3,,,3,,,5,,,4,,,0,,,,53,,
4,,,3,,,4,,,3,,,4,,,4,,,3,,,0,,,5,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,5,,,4,,,5,,,,70,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,5,,,4,,,2,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,5,,,,52,,
4,,,1,,,2,,,2,,,3,,,4,,,2,,,1,,,1,,,4,,,4,,,4,,,4,,,4,,,3,,,4,,,4,,,5,,,4,,,,60,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,0,,,0,,,1,,,2,,,2,,,3,,,3,,,4,,,5,,,5,,,4,,,,36,,
3,,,2,,,3,,,2,,,4,,,4,,,3,,,2,,,5,,,3,,,4,,,4,,,5,,,4,,,3,,,4,,,5,,,4,,,2,,,,66,,
4,,,3,,,3,,,2,,,2,,,3,,,3,,,-1,,,3,,,4,,,3,,,4,,,5,,,4,,,1,,,4,,,3,,,4,,,1,,,,55,,
4,,,2,,,4,,,3,,,3,,,3,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,2,,,4,,,4,,,5,,,4,,,,71,,
4,,,1,,,3,,,2,,,1,,,3,,,2,,,2,,,4,,,3,,,4,,,4,,,3,,,4,,,2,,,3,,,2,,,4,,,4,,,,55,,
4,,,1,,,3,,,2,,,3,,,4,,,3,,,2,,,4,,,3,,,3,,,3,,,5,,,4,,,3,,,3,,,4,,,3,,,2,,,,59,,
4,,,3,,,4,,,2,,,3,,,4,,,5,,,0,,,5,,,2,,,2,,,1,,,5,,,4,,,2,,,2,,,5,,,5,,,3,,,,61,,
4,,,3,,,3,,,4,,,4,,,4,,,2,,,0,,,1,,,1,,,3,,,1,,,3,,,4,,,2,,,4,,,3,,,3,,,2,,,,51,,
4,,,3,,,3,,,3,,,3,,,4,,,2,,,-1,,,3,,,2,,,3,,,3,,,3,,,4,,,3,,,4,,,5,,,5,,,5,,,,61,,
4,,,3,,,3,,,3,,,4,,,4,,,4,,,2,,,4,,,4,,,2,,,2,,,4,,,4,,,3,,,4,,,4,,,2,,,4,,,,64,,
4,,,3,,,4,,,1,,,3,,,4,,,3,,,-1,,,4,,,4,,,5,,,4,,,4,,,3,,,1,,,4,,,4,,,4,,,1,,,,59,,
3,,,1,,,4,,,2,,,4,,,4,,,5,,,0,,,5,,,4,,,3,,,4,,,2,,,4,,,3,,,4,,,5,,,5,,,5,,,,67,,
4,,,2,,,3,,,3,,,3,,,3,,,3,,,0,,,3,,,3,,,3,,,1,,,1,,,2,,,2,,,3,,,4,,,3,,,4,,,,50,,
4,,,3,,,3,,,1,,,2,,,2,,,4,,,1,,,3,,,1,,,-1,,,1,,,1,,,3,,,3,,,3,,,1,,,3,,,3,,,,41,,
4,,,3,,,3,,,3,,,3,,,4,,,4,,,3,,,4,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,5,,,,72,,
3,,,2,,,2,,,2,,,4,,,4,,,4,,,-1,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,3,,,3,,,4,,,0,,,,59,,
4,,,3,,,0,,,2,,,2,,,3,,,2,,,0,,,5,,,4,,,3,,,1,,,5,,,4,,,3,,,4,,,5,,,4,,,4,,,,58,,
4,,,1,,,3,,,2,,,2,,,3,,,2,,,2,,,2,,,2,,,3,,,3,,,2,,,1,,,1,,,3,,,1,,,1,,,3,,,,41,,
4,,,1,,,3,,,2,,,3,,,5,,,3,,,3,,,5,,,4,,,4,,,4,,,5,,,3,,,2,,,4,,,4,,,5,,,5,,,,69,,
4,,,1,,,3,,,1,,,3,,,3,,,3,,,1,,,2,,,1,,,2,,,1,,,3,,,4,,,3,,,4,,,5,,,3,,,3,,,,50,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,3,,,1,,,4,,,2,,,4,,,3,,,3,,,4,,,5,,,3,,,3,,,,42,,
4,,,1,,,3,,,1,,,3,,,4,,,-1,,,2,,,2,,,4,,,3,,,2,,,5,,,4,,,3,,,4,,,5,,,5,,,2,,,,56,,
4,,,3,,,2,,,1,,,4,,,4,,,3,,,3,,,5,,,3,,,4,,,4,,,5,,,4,,,3,,,4,,,3,,,4,,,2,,,,65,,
3,,,1,,,2,,,2,,,2,,,2,,,2,,,-2,,,3,,,2,,,0,,,3,,,1,,,4,,,1,,,4,,,4,,,3,,,1,,,,38,,
4,,,2,,,3,,,1,,,3,,,3,,,3,,,0,,,1,,,1,,,4,,,0,,,0,,,4,,,2,,,4,,,5,,,5,,,5,,,,50,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,-1,,,1,,,1,,,1,,,4,,,1,,,4,,,3,,,2,,,1,,,,24,,
3,,,-1,,,1,,,1,,,1,,,3,,,3,,,-1,,,3,,,4,,,5,,,4,,,0,,,4,,,2,,,4,,,4,,,4,,,4,,,,48,,
4,,,3,,,4,,,2,,,3,,,4,,,3,,,1,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,3,,,,68,,
4,,,1,,,3,,,2,,,2,,,3,,,2,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,0,,,2,,,2,,,4,,,3,,,,36,,
4,,,2,,,4,,,2,,,4,,,4,,,2,,,1,,,2,,,1,,,2,,,2,,,-1,,,4,,,3,,,2,,,3,,,3,,,1,,,,45,,
4,,,2,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,5,,,5,,,3,,,,74,,
3,,,3,,,2,,,4,,,1,,,4,,,3,,,3,,,4,,,1,,,5,,,4,,,5,,,4,,,3,,,4,,,3,,,5,,,5,,,,66,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,2,,,-2,,,2,,,0,,,2,,,4,,,1,,,2,,,4,,,3,,,3,,,,28,,
3,,,1,,,2,,,2,,,0,,,3,,,2,,,3,,,0,,,4,,,3,,,4,,,5,,,4,,,3,,,3,,,4,,,2,,,3,,,,51,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,3,,,2,,,4,,,4,,,5,,,5,,,,34,,
4,,,1,,,3,,,3,,,2,,,3,,,3,,,2,,,3,,,-1,,,3,,,-1,,,1,,,3,,,2,,,4,,,5,,,4,,,3,,,,47,,
4,,,3,,,3,,,1,,,4,,,3,,,3,,,3,,,3,,,4,,,5,,,3,,,4,,,4,,,3,,,4,,,4,,,4,,,5,,,,67,,
4,,,1,,,3,,,2,,,3,,,4,,,2,,,3,,,3,,,2,,,3,,,4,,,2,,,4,,,3,,,4,,,3,,,3,,,3,,,,56,,
4,,,2,,,4,,,3,,,3,,,4,,,4,,,3,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,3,,,4,,,3,,,,70,,
4,,,3,,,4,,,3,,,1,,,4,,,3,,,0,,,0,,,2,,,1,,,3,,,1,,,4,,,3,,,3,,,4,,,3,,,4,,,,50,,
4,,,1,,,4,,,3,,,2,,,4,,,2,,,-2,,,2,,,0,,,3,,,1,,,0,,,4,,,3,,,4,,,5,,,5,,,4,,,,49,,
4,,,1,,,1,,,2,,,1,,,3,,,2,,,0,,,0,,,-1,,,-1,,,-1,,,1,,,4,,,3,,,4,,,4,,,3,,,3,,,,33,,
4,,,1,,,3,,,2,,,0,,,3,,,2,,,0,,,3,,,2,,,1,,,2,,,1,,,4,,,3,,,3,,,4,,,4,,,4,,,,46,,
4,,,1,,,3,,,2,,,2,,,3,,,3,,,0,,,5,,,4,,,3,,,0,,,5,,,2,,,3,,,4,,,2,,,2,,,3,,,,51,,
2,,,1,,,3,,,3,,,3,,,2,,,3,,,-1,,,3,,,1,,,2,,,2,,,-1,,,4,,,3,,,3,,,2,,,2,,,2,,,,39,,
4,,,1,,,3,,,2,,,2,,,3,,,3,,,-4,,,3,,,1,,,2,,,1,,,1,,,4,,,3,,,3,,,4,,,4,,,3,,,,43,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,3,,,3,,,3,,,3,,,,30,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,3,,,2,,,4,,,3,,,3,,,1,,,,27,,
4,,,2,,,3,,,4,,,3,,,4,,,3,,,3,,,5,,,4,,,4,,,4,,,4,,,4,,,3,,,4,,,4,,,4,,,4,,,,70,,
3,,,3,,,3,,,3,,,1,,,4,,,3,,,3,,,4,,,4,,,4,,,0,,,5,,,4,,,3,,,4,,,5,,,5,,,4,,,,65,,
4,,,3,,,3,,,2,,,2,,,3,,,2,,,1,,,3,,,3,,,1,,,2,,,3,,,1,,,3,,,4,,,5,,,4,,,5,,,,54,,
3,,,2,,,2,,,2,,,2,,,3,,,2,,,2,,,4,,,4,,,5,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,3,,,,61,,
4,,,2,,,3,,,2,,,3,,,4,,,4,,,3,,,4,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,4,,,5,,,4,,,,68,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,0,,,1,,,2,,,2,,,4,,,2,,,4,,,3,,,3,,,3,,,3,,,3,,,,48,,
3,,,2,,,3,,,2,,,3,,,1,,,3,,,3,,,3,,,4,,,4,,,4,,,4,,,3,,,2,,,4,,,4,,,2,,,3,,,,57,,
0,,,-2,,,1,,,1,,,-1,,,2,,,1,,,3,,,4,,,4,,,2,,,4,,,5,,,2,,,0,,,2,,,4,,,2,,,2,,,,36,,
4,,,2,,,3,,,3,,,3,,,3,,,3,,,1,,,1,,,3,,,3,,,3,,,1,,,4,,,3,,,4,,,3,,,4,,,2,,,,53,,
3,,,3,,,3,,,3,,,2,,,4,,,2,,,3,,,3,,,3,,,3,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,3,,,,62,,
3,,,2,,,2,,,2,,,2,,,3,,,1,,,2,,,3,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,4,,,,62,,
4,,,0,,,2,,,1,,,3,,,2,,,3,,,2,,,3,,,4,,,3,,,4,,,4,,,4,,,3,,,3,,,5,,,4,,,4,,,,58,,
4,,,3,,,3,,,2,,,3,,,3,,,4,,,3,,,5,,,4,,,4,,,4,,,5,,,4,,,2,,,4,,,4,,,4,,,3,,,,68,,
3,,,3,,,2,,,2,,,4,,,4,,,3,,,2,,,4,,,4,,,1,,,4,,,1,,,4,,,3,,,4,,,4,,,5,,,3,,,,60,,
3,,,2,,,4,,,2,,,2,,,2,,,4,,,-2,,,1,,,1,,,2,,,1,,,2,,,4,,,3,,,4,,,5,,,5,,,4,,,,49,,
4,,,2,,,3,,,3,,,2,,,4,,,2,,,-1,,,1,,,4,,,1,,,2,,,3,,,4,,,3,,,4,,,3,,,3,,,2,,,,49,,
3,,,3,,,3,,,2,,,4,,,3,,,3,,,0,,,2,,,3,,,2,,,2,,,0,,,4,,,1,,,4,,,3,,,1,,,2,,,,45,,
4,,,3,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,3,,,3,,,4,,,,72,,
3,,,1,,,3,,,2,,,2,,,2,,,3,,,2,,,3,,,1,,,4,,,1,,,3,,,3,,,3,,,4,,,4,,,3,,,3,,,,50,,
4,,,2,,,3,,,1,,,3,,,3,,,4,,,1,,,4,,,2,,,3,,,0,,,2,,,4,,,3,,,1,,,4,,,3,,,3,,,,50,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,-1,,,0,,,3,,,0,,,1,,,2,,,4,,,3,,,4,,,3,,,4,,,1,,,,42,,
4,,,2,,,3,,,0,,,3,,,4,,,2,,,1,,,2,,,3,,,3,,,4,,,5,,,4,,,3,,,4,,,5,,,4,,,4,,,,60,,
2,,,2,,,1,,,2,,,2,,,3,,,3,,,0,,,3,,,4,,,5,,,3,,,4,,,1,,,2,,,3,,,5,,,1,,,4,,,,50,,
4,,,3,,,3,,,2,,,4,,,4,,,4,,,3,,,5,,,3,,,5,,,4,,,5,,,4,,,3,,,3,,,4,,,5,,,3,,,,71,,
3,,,2,,,2,,,2,,,3,,,3,,,2,,,2,,,1,,,4,,,2,,,2,,,4,,,3,,,3,,,4,,,4,,,4,,,1,,,,51,,
4,,,1,,,3,,,2,,,3,,,3,,,3,,,3,,,3,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,4,,,4,,,2,,,,63,,
3,,,1,,,3,,,2,,,3,,,3,,,2,,,3,,,3,,,3,,,2,,,3,,,2,,,3,,,3,,,4,,,4,,,4,,,4,,,,55,,
3,,,2,,,2,,,2,,,2,,,3,,,1,,,1,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,5,,,5,,,3,,,,61,,
4,,,2,,,3,,,2,,,4,,,4,,,3,,,1,,,3,,,4,,,4,,,4,,,4,,,3,,,2,,,3,,,3,,,3,,,2,,,,58,,
4,,,3,,,3,,,3,,,3,,,4,,,4,,,-1,,,3,,,4,,,3,,,4,,,3,,,4,,,3,,,4,,,3,,,3,,,4,,,,61,,
4,,,0,,,2,,,2,,,2,,,3,,,2,,,3,,,5,,,4,,,2,,,2,,,4,,,4,,,3,,,4,,,4,,,4,,,4,,,,58,,
4,,,3,,,2,,,3,,,3,,,3,,,3,,,3,,,4,,,4,,,2,,,4,,,5,,,3,,,1,,,4,,,4,,,4,,,4,,,,63,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,5,,,5,,,,37,,
4,,,3,,,3,,,1,,,3,,,3,,,3,,,-1,,,1,,,0,,,3,,,0,,,-1,,,2,,,2,,,3,,,3,,,1,,,1,,,,34,,
4,,,-1,,,3,,,1,,,3,,,3,,,3,,,2,,,1,,,4,,,1,,,1,,,3,,,4,,,1,,,2,,,5,,,1,,,1,,,,42,,
4,,,3,,,3,,,1,,,4,,,3,,,4,,,0,,,3,,,0,,,4,,,1,,,0,,,4,,,3,,,4,,,4,,,4,,,4,,,,53,,
4,,,2,,,1,,,2,,,3,,,3,,,1,,,2,,,1,,,0,,,1,,,2,,,0,,,4,,,2,,,4,,,5,,,2,,,4,,,,43,,
4,,,1,,,4,,,2,,,3,,,4,,,3,,,0,,,3,,,4,,,3,,,2,,,4,,,2,,,1,,,4,,,5,,,5,,,3,,,,57,,
3,,,1,,,3,,,2,,,3,,,4,,,2,,,3,,,2,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,3,,,2,,,3,,,,60,,
2,,,1,,,3,,,1,,,1,,,4,,,2,,,-1,,,3,,,0,,,0,,,1,,,3,,,3,,,2,,,3,,,5,,,4,,,3,,,,40,,
3,,,2,,,3,,,3,,,3,,,3,,,3,,,3,,,5,,,4,,,4,,,3,,,4,,,4,,,2,,,4,,,5,,,3,,,3,,,,64,,
4,,,1,,,4,,,2,,,3,,,4,,,3,,,0,,,1,,,0,,,2,,,0,,,-1,,,0,,,-1,,,3,,,5,,,5,,,3,,,,38,,
4,,,2,,,4,,,2,,,4,,,4,,,4,,,3,,,2,,,4,,,4,,,3,,,5,,,4,,,3,,,4,,,5,,,5,,,4,,,,70,,
4,,,3,,,3,,,3,,,4,,,5,,,5,,,0,,,3,,,4,,,4,,,3,,,5,,,4,,,3,,,4,,,4,,,3,,,4,,,,68,,
4,,,2,,,3,,,3,,,2,,,3,,,2,,,-1,,,1,,,0,,,3,,,1,,,0,,,3,,,3,,,3,,,2,,,1,,,0,,,,35,,
4,,,3,,,3,,,1,,,4,,,4,,,3,,,-1,,,5,,,3,,,2,,,4,,,3,,,4,,,3,,,4,,,5,,,5,,,5,,,,64,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,3,,,3,,,2,,,0,,,1,,,0,,,4,,,2,,,4,,,4,,,3,,,0,,,,45,,
4,,,1,,,3,,,2,,,3,,,4,,,2,,,2,,,4,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,2,,,,63,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,0,,,-1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,5,,,2,,,,31,,
4,,,3,,,3,,,3,,,2,,,3,,,2,,,2,,,4,,,-2,,,3,,,2,,,1,,,1,,,2,,,4,,,5,,,5,,,4,,,,51,,
4,,,2,,,2,,,1,,,2,,,3,,,4,,,3,,,5,,,4,,,4,,,4,,,5,,,4,,,2,,,4,,,3,,,0,,,4,,,,60,,
3,,,2,,,3,,,3,,,2,,,4,,,2,,,1,,,0,,,0,,,2,,,0,,,1,,,4,,,3,,,3,,,4,,,4,,,1,,,,42,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,4,,,4,,,3,,,,35,,
4,,,3,,,3,,,3,,,2,,,3,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,4,,,4,,,2,,,,47,,
4,,,2,,,3,,,2,,,2,,,3,,,2,,,0,,,2,,,2,,,3,,,0,,,0,,,3,,,3,,,3,,,3,,,3,,,2,,,,42,,
3,,,0,,,3,,,2,,,1,,,3,,,3,,,1,,,3,,,4,,,3,,,0,,,5,,,4,,,3,,,4,,,4,,,4,,,2,,,,52,,
3,,,1,,,1,,,1,,,1,,,3,,,2,,,3,,,5,,,2,,,4,,,3,,,3,,,4,,,2,,,3,,,2,,,4,,,2,,,,49,,
3,,,2,,,3,,,2,,,1,,,2,,,2,,,0,,,4,,,3,,,2,,,2,,,5,,,4,,,2,,,3,,,4,,,3,,,1,,,,48,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,-1,,,2,,,4,,,4,,,3,,,5,,,4,,,3,,,3,,,5,,,4,,,3,,,,58,,
4,,,1,,,3,,,2,,,3,,,4,,,3,,,-1,,,4,,,3,,,3,,,3,,,5,,,4,,,3,,,3,,,3,,,4,,,3,,,,57,,
4,,,3,,,4,,,2,,,4,,,3,,,4,,,0,,,5,,,2,,,5,,,0,,,3,,,3,,,1,,,3,,,4,,,3,,,2,,,,55,,
2,,,1,,,2,,,2,,,1,,,3,,,3,,,-1,,,2,,,1,,,1,,,0,,,2,,,4,,,3,,,4,,,2,,,5,,,5,,,,42,,
4,,,3,,,3,,,3,,,4,,,4,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,5,,,5,,,5,,,,75,,
4,,,1,,,3,,,2,,,2,,,4,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,3,,,2,,,2,,,1,,,,36,,
4,,,2,,,2,,,2,,,4,,,3,,,2,,,1,,,0,,,1,,,3,,,1,,,1,,,4,,,3,,,4,,,3,,,3,,,2,,,,45,,
1,,,1,,,1,,,1,,,1,,,3,,,3,,,1,,,2,,,2,,,0,,,1,,,1,,,4,,,3,,,4,,,2,,,2,,,3,,,,36,,
4,,,3,,,3,,,3,,,3,,,4,,,3,,,-2,,,5,,,3,,,3,,,4,,,5,,,3,,,3,,,4,,,4,,,5,,,3,,,,63,,
3,,,2,,,3,,,3,,,4,,,4,,,3,,,1,,,5,,,3,,,4,,,4,,,5,,,3,,,3,,,4,,,4,,,3,,,2,,,,63,,
4,,,2,,,4,,,1,,,3,,,3,,,1,,,-1,,,5,,,4,,,1,,,4,,,4,,,4,,,3,,,3,,,4,,,3,,,3,,,,55,,
4,,,3,,,4,,,2,,,4,,,4,,,2,,,1,,,3,,,4,,,3,,,3,,,4,,,4,,,3,,,4,,,4,,,5,,,3,,,,64,,
4,,,2,,,4,,,1,,,2,,,2,,,3,,,-1,,,2,,,1,,,2,,,0,,,1,,,4,,,2,,,4,,,5,,,3,,,1,,,,42,,
4,,,2,,,3,,,2,,,2,,,2,,,1,,,-2,,,3,,,0,,,1,,,-1,,,3,,,2,,,3,,,3,,,4,,,5,,,4,,,,41,,
1,,,1,,,-1,,,1,,,-1,,,-1,,,1,,,-1,,,3,,,0,,,2,,,2,,,-1,,,3,,,2,,,4,,,3,,,4,,,4,,,,26,,
4,,,1,,,3,,,1,,,3,,,3,,,3,,,3,,,5,,,3,,,5,,,2,,,5,,,4,,,1,,,4,,,3,,,4,,,2,,,,59,,
4,,,2,,,3,,,3,,,4,,,3,,,3,,,3,,,4,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,5,,,5,,,4,,,,72,,
3,,,2,,,3,,,2,,,1,,,4,,,3,,,-1,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,2,,,,59,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,1,,,3,,,4,,,3,,,3,,,5,,,4,,,3,,,4,,,5,,,5,,,5,,,,64,,
4,,,2,,,3,,,2,,,3,,,0,,,3,,,-3,,,4,,,0,,,2,,,2,,,2,,,3,,,0,,,3,,,3,,,4,,,4,,,,41,,
3,,,3,,,3,,,2,,,2,,,4,,,3,,,2,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,5,,,4,,,4,,,,68,,
4,,,2,,,2,,,2,,,4,,,3,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,4,,,4,,,3,,,,67,,
3,,,2,,,2,,,1,,,2,,,3,,,3,,,3,,,5,,,4,,,4,,,1,,,4,,,3,,,3,,,4,,,4,,,3,,,3,,,,57,,
4,,,0,,,2,,,3,,,0,,,3,,,2,,,-1,,,2,,,3,,,2,,,4,,,2,,,4,,,3,,,4,,,4,,,4,,,2,,,,47,,
3,,,1,,,1,,,1,,,3,,,3,,,3,,,-2,,,4,,,3,,,2,,,3,,,2,,,4,,,3,,,4,,,4,,,2,,,3,,,,47,,
1,,,1,,,2,,,2,,,2,,,3,,,2,,,1,,,5,,,4,,,4,,,4,,,5,,,3,,,1,,,2,,,2,,,4,,,4,,,,52,,
4,,,2,,,3,,,2,,,1,,,3,,,2,,,2,,,2,,,3,,,2,,,3,,,3,,,4,,,2,,,3,,,5,,,4,,,2,,,,52,,
